client_id,district_id,age,gender
3391,42,28,M
3392,1,24,F
3393,73,45,F
3394,66,19,F
3395,4,37,M
3396,18,22,F
3397,24,25,F
3398,24,30,M
3399,72,67,M
3402,74,47,F
3403,74,42,M
3404,56,59,F
3405,40,50,M
3406,40,52,F
3407,35,26,F
3408,35,26,M
3409,36,80,M
3410,54,34,M
3412,57,24,M
3413,57,30,F
3414,11,52,F
3415,54,26,F
3416,35,21,M
3417,35,14,F
3418,70,36,F
3420,66,20,M
3421,20,52,M
3422,1,48,F
3423,12,28,F
3424,64,81,M
3425,70,29,M
3426,73,21,M
3427,42,19,M
3428,42,12,F
3429,46,58,M
3430,3,48,M
3431,70,20,F
3432,15,26,M
3433,71,37,M
3434,71,43,F
3435,4,54,F
3436,30,41,M
3437,30,40,F
3438,43,57,M
3439,62,32,M
3440,1,61,F
3441,75,41,M
3443,1,65,F
3444,57,22,M
3445,17,20,F
3446,70,42,M
3447,54,50,F
3448,1,45,M
3449,27,71,M
3450,25,23,M
3451,19,25,M
3452,19,24,F
3453,56,49,M
3454,11,50,F
3455,11,42,M
3456,54,54,F
3457,75,76,F
3458,33,46,M
3459,14,35,F
3460,14,34,M
3461,54,41,M
3462,54,34,F
3463,1,20,F
3464,43,46,M
3465,30,57,M
3466,1,63,F
3467,1,60,M
3468,68,66,F
3469,1,24,F
3470,52,62,F
3471,1,47,F
3472,70,53,F
3473,70,51,M
3474,32,45,F
3475,19,42,M
3476,60,31,F
3477,37,34,M
3478,1,73,M
3479,1,66,F
3480,15,48,F
3481,15,42,M
3482,71,58,F
3483,70,59,M
3484,44,27,M
3485,77,77,M
3486,77,37,M
3487,1,40,M
3488,1,44,M
3489,76,33,M
3490,19,79,M
3491,19,77,F
3492,8,29,F
3493,69,34,F
3494,42,30,M
3495,64,58,F
3496,64,50,M
3497,39,29,F
3498,77,61,M
3499,19,30,M
3500,29,39,M
3501,51,35,M
3502,54,47,M
3503,54,46,F
3504,40,47,M
3505,20,22,M
3506,1,38,F
3507,32,53,F
3508,38,29,M
3509,38,34,F
3510,13,60,M
3511,74,36,M
3512,49,53,M
3513,70,77,M
3514,70,81,F
3515,61,24,F
3516,58,28,F
3517,68,46,F
3518,33,44,F
3519,74,50,M
3520,8,71,F
3521,4,35,M
3522,57,36,M
3523,6,35,M
3524,68,54,F
3525,15,25,M
3526,15,22,F
3527,77,21,M
3528,73,29,F
3529,54,26,M
3530,16,28,F
3531,43,79,M
3532,56,64,M
3533,1,36,F
3534,50,28,F
3535,37,26,M
3536,55,77,M
3537,51,53,M
3538,1,55,F
3539,36,79,M
3540,51,63,M
3541,51,65,F
3542,10,60,M
3543,10,58,F
3544,1,38,F
3545,68,33,M
3546,3,28,M
3547,1,75,F
3548,1,24,M
3549,5,62,F
3550,54,30,F
3552,44,59,M
3554,22,34,F
3555,22,31,M
3556,6,72,M
3557,6,71,F
3558,54,71,F
3559,57,60,F
3560,57,55,M
3562,1,68,M
3563,1,73,F
3564,62,51,M
3565,44,37,M
3566,65,67,F
3567,1,51,M
3568,1,58,M
3569,67,66,M
3570,15,54,F
3571,25,29,M
3572,48,71,F
3573,8,27,F
3574,19,53,F
3575,9,62,F
3576,1,60,F
3577,31,57,F
3578,72,72,M
3579,72,69,F
3580,6,70,F
3581,33,32,M
3582,38,44,M
3583,15,57,F
3584,15,58,M
3585,29,31,F
3586,60,56,M
3587,60,60,F
3588,76,46,F
3589,73,38,F
3590,23,23,F
3591,74,69,M
3592,74,74,F
3594,13,38,F
3595,28,34,M
3596,74,24,M
3597,10,66,F
3598,66,76,M
3599,66,68,F
3600,46,56,F
3601,19,61,M
3602,19,59,F
3603,42,45,M
3605,71,65,M
3606,63,41,M
3607,18,53,F
3608,66,52,M
3609,66,44,F
3610,36,80,M
3611,30,27,F
3612,19,37,F
3613,19,30,M
3614,43,28,F
3615,1,25,M
3616,77,35,F
3617,51,45,F
3618,54,46,M
3619,40,44,M
3620,21,62,M
3621,66,60,M
3622,66,61,F
3623,28,34,F
3624,1,17,F
3627,18,18,F
3628,11,72,F
3629,42,52,M
3630,64,76,F
3631,64,78,M
3632,15,56,F
3633,72,66,M
3634,1,76,M
3635,1,78,F
3636,46,21,M
3637,64,40,M
3638,49,56,F
3639,73,71,M
3640,75,21,M
3641,75,20,F
3642,19,38,M
3643,26,19,M
3644,75,48,M
3645,34,24,M
3646,33,56,F
3647,33,51,M
3648,3,19,M
3649,10,40,F
3650,64,81,M
3651,35,81,M
3652,1,79,M
3653,1,82,F
3654,25,75,F
3655,59,31,M
3656,62,74,F
3657,62,78,M
3658,58,75,M
3659,42,69,F
3660,65,25,M
3661,51,67,M
3662,27,68,M
3663,69,52,F
3664,69,48,M
3667,70,28,M
3668,70,27,F
3669,10,37,M
3670,44,19,F
3671,10,56,M
3672,10,51,F
3673,1,48,F
3674,17,19,F
3675,70,47,M
3676,10,34,F
3677,10,39,M
3678,1,65,F
3679,72,68,M
3680,72,76,F
3681,1,78,M
3682,1,75,F
3683,74,22,F
3684,16,38,F
3685,74,25,M
3686,61,37,F
3687,49,27,M
3688,49,24,F
3689,9,20,F
3690,44,39,M
3691,18,34,M
3693,15,77,M
3694,15,79,F
3695,55,65,M
3696,55,60,F
3697,9,45,F
3698,44,28,M
3699,1,31,M
3700,1,23,F
3701,73,45,F
3702,76,47,M
3703,17,68,M
3704,69,37,M
3705,1,34,F
3707,74,58,M
3708,46,41,F
3709,46,44,M
3710,59,71,M
3711,25,31,M
3712,56,30,F
3713,41,55,F
3714,8,46,F
3716,74,46,M
3717,71,74,M
3718,71,70,F
3719,54,69,M
3720,54,63,F
3721,64,45,F
3722,1,43,F
3723,18,31,M
3724,57,74,F
3727,33,29,M
3728,66,63,M
3729,66,58,F
3730,59,54,F
3732,66,53,M
3733,1,53,F
3734,15,56,M
3735,18,61,M
3736,18,67,F
3737,12,51,M
3738,1,21,F
3739,3,43,F
3740,46,70,M
3741,16,63,M
3742,56,38,F
3743,56,41,M
3745,2,28,F
3746,66,24,M
3747,1,35,M
3748,59,69,F
3749,65,56,F
3750,1,61,M
3751,33,33,M
3752,33,38,F
3753,1,40,F
3754,1,52,F
3755,37,48,F
3756,12,28,F
3757,5,77,M
3758,53,36,F
3759,53,38,M
3760,18,44,M
3761,48,24,M
3762,60,40,F
3763,38,22,F
3764,38,21,M
3765,45,43,F
3766,1,19,F
3767,14,63,M
3768,14,55,F
3769,54,42,M
3770,35,74,F
3771,48,57,M
3772,48,63,F
3773,33,35,F
3774,1,77,M
3775,46,71,M
3776,74,21,M
3777,74,24,F
3779,6,50,M
3780,37,22,M
3781,17,24,F
3782,1,19,M
3783,1,31,F
3784,1,25,M
3785,66,79,F
3786,13,79,M
3787,21,21,F
3788,56,44,F
3789,66,35,M
3790,48,63,M
3791,72,60,M
3792,74,27,M
3793,39,48,F
3794,37,23,F
3795,12,17,M
3796,3,46,M
3797,3,48,F
3798,1,45,F
3799,2,70,M
3800,38,45,F
3801,38,51,M
3802,67,74,M
3803,1,69,M
3804,1,66,F
3805,68,57,M
3806,54,32,F
3807,33,52,F
3808,57,56,M
3811,6,47,M
3812,1,32,M
3813,2,21,F
3814,1,54,M
3815,28,30,F
3816,1,33,M
3817,77,62,F
3818,71,57,M
3819,71,63,F
3821,22,60,M
3822,48,46,M
3823,63,43,M
3824,41,28,M
3825,41,34,F
3826,33,78,M
3827,33,76,F
3829,59,27,M
3830,18,31,F
3831,11,81,M
3832,11,74,F
3833,19,64,M
3834,1,23,F
3835,50,68,F
3836,77,51,M
3837,39,78,F
3838,65,70,M
3839,65,62,F
3840,50,66,F
3841,26,80,M
3842,74,23,M
3843,4,57,F
3844,71,36,F
3845,1,40,M
3846,27,19,F
3847,6,40,F
3848,45,61,F
3849,1,67,F
3850,45,42,F
3851,45,38,M
3852,10,47,F
3853,59,19,F
3854,24,40,M
3855,29,60,M
3856,1,55,F
3857,72,47,F
3858,18,51,F
3859,18,58,M
3860,74,61,M
3861,11,48,F
3862,40,52,F
3863,1,60,F
3864,1,68,M
3865,75,22,M
3866,75,22,F
3868,66,37,M
3869,17,53,F
3870,4,28,F
3871,4,20,M
3872,8,69,M
3873,23,39,F
3874,61,57,F
3875,1,69,F
3876,1,76,M
3877,38,43,F
3880,29,38,F
3881,45,52,F
3882,45,57,M
3883,18,34,M
3884,72,36,M
3885,70,59,F
3886,8,34,F
3887,67,79,M
3888,67,83,F
3890,3,41,M
3891,75,41,M
3892,1,20,M
3893,1,30,M
3894,29,58,M
3895,29,54,F
3896,5,76,M
3897,16,48,F
3898,57,51,F
3899,55,80,F
3900,55,56,M
3901,55,48,F
3902,65,50,F
3903,1,51,F
3904,29,60,F
3905,29,64,M
3906,64,63,M
3907,1,45,F
3908,73,70,M
3909,73,76,F
3910,37,80,F
3911,31,47,F
3912,1,54,F
3913,8,48,M
3914,52,79,F
3915,20,22,M
3916,47,29,F
3917,47,32,M
3918,5,25,M
3919,35,57,M
3920,44,74,F
3921,28,41,F
3922,1,71,F
3923,1,64,M
3924,56,28,M
3925,45,63,F
3926,54,27,M
3927,61,51,F
3928,77,71,F
3929,74,42,M
3930,1,78,M
3931,1,78,F
3932,59,60,M
3933,59,53,F
3934,12,31,M
3935,71,60,M
3936,36,37,F
3937,36,36,M
3938,27,19,M
3939,40,46,M
3942,53,47,M
3943,1,54,M
3944,8,63,M
3945,8,68,F
3946,1,24,M
3947,23,32,M
3948,44,20,F
3949,44,25,M
3950,38,75,M
3951,38,79,F
3952,52,34,F
3953,14,74,F
3954,64,42,M
3955,64,39,F
3956,21,24,F
3957,21,28,M
3958,37,53,F
3959,30,29,F
3960,8,35,M
3961,53,56,F
3962,74,47,M
3963,76,25,M
3964,74,57,M
3965,1,36,M
3966,1,30,F
3967,18,39,F
3968,18,44,M
3969,4,48,F
3970,46,19,F
3971,1,33,M
3972,1,69,M
3973,1,17,F
3974,68,61,M
3975,1,45,F
3976,43,32,M
3977,8,24,M
3978,18,29,M
3979,54,71,F
3980,1,46,M
3981,19,20,M
3982,45,80,F
3983,1,73,F
3984,1,35,F
3985,75,20,F
3987,67,39,M
3988,53,25,F
3989,53,19,M
3990,29,26,M
3991,11,32,M
3992,71,51,F
3993,14,19,F
3994,21,34,F
3995,1,51,F
3996,36,52,F
3997,13,72,F
3998,59,49,F
3999,30,23,F
4000,40,42,M
4001,69,43,M
4002,25,79,F
4003,8,50,M
4004,30,42,F
4006,25,21,F
4007,23,51,M
4008,23,48,F
4009,4,33,M
4010,4,51,F
4011,62,42,F
4012,56,43,F
4013,1,48,F
4014,17,19,M
4015,65,27,F
4016,13,28,F
4017,13,35,M
4018,3,19,F
4019,11,54,M
4020,45,46,F
4021,45,51,M
4022,1,73,M
4023,1,74,F
4024,3,35,M
4025,3,28,F
4026,76,54,F
4027,16,34,F
4028,16,29,M
4029,17,32,M
4030,44,23,F
4031,67,24,M
4032,35,35,F
4033,51,74,M
4034,58,62,M
4035,58,69,F
4036,25,23,F
4037,1,33,F
4040,59,38,F
4041,59,45,M
4042,1,60,M
4043,70,46,F
4044,44,69,F
4046,1,55,F
4047,1,62,M
4048,4,76,M
4049,4,54,M
4050,47,51,M
4051,74,50,M
4052,74,49,F
4053,70,70,F
4054,72,40,F
4055,74,46,F
4056,63,47,F
4057,70,77,F
4059,54,75,M
4060,44,45,F
4061,8,21,M
4062,71,49,M
4063,61,33,F
4064,61,27,M
4065,73,57,M
4066,30,63,F
4067,21,40,F
4068,11,75,M
4069,68,40,M
4070,68,40,F
4071,45,57,F
4072,45,58,M
4073,24,44,M
4074,24,41,F
4075,8,55,F
4076,49,30,M
4077,68,44,F
4078,23,48,M
4079,27,44,M
4080,21,56,F
4081,9,21,M
4082,58,38,F
4083,74,31,F
4084,55,42,M
4085,55,47,F
4086,63,58,F
4087,64,53,F
4088,68,51,F
4089,68,52,M
4090,23,28,M
4091,29,17,F
4092,14,66,F
4093,1,53,M
4094,2,20,M
4095,25,25,M
4096,25,19,F
4098,13,61,M
4099,12,54,F
4100,74,44,M
4101,1,29,F
4102,4,30,F
4103,4,34,M
4104,23,80,M
4105,16,19,F
4106,1,63,M
4107,49,45,M
4108,43,73,F
4109,63,46,M
4112,38,25,M
4113,76,52,F
4114,63,35,M
4115,33,56,M
4116,36,63,M
4117,53,81,F
4118,28,21,M
4119,62,37,F
4120,62,38,M
4121,23,76,M
4122,39,30,M
4123,39,33,F
4124,19,36,F
4125,31,77,F
4126,74,24,M
4127,74,29,F
4129,75,47,F
4131,48,23,M
4132,42,37,M
4133,42,34,F
4134,1,45,F
4136,31,40,M
4137,21,50,M
4138,11,31,F
4139,74,30,M
4140,70,36,M
4141,9,29,M
4142,36,39,M
4143,27,44,M
4144,27,44,F
4145,73,77,F
4146,9,44,F
4147,64,27,M
4148,64,31,F
4149,1,20,M
4150,1,22,F
4151,73,73,F
4152,73,72,M
4153,32,43,M
4154,32,46,F
4155,1,76,M
4156,5,37,F
4157,1,27,M
4158,35,79,F
4159,35,86,M
4160,16,30,F
4161,22,27,F
4163,4,48,M
4164,45,75,F
4165,53,44,M
4166,1,52,M
4167,6,50,F
4169,58,19,F
4170,58,16,M
4171,1,19,M
4172,1,54,F
4173,52,21,F
4174,63,72,M
4175,13,34,F
4176,32,77,M
4177,34,64,M
4178,32,73,M
4179,54,79,M
4180,63,67,M
4181,76,35,F
4182,16,58,M
4183,16,59,F
4184,8,24,F
4185,51,35,F
4186,38,21,M
4187,25,32,F
4188,1,23,M
4189,64,58,M
4190,17,57,M
4191,32,42,F
4192,72,68,M
4193,8,62,F
4194,63,59,F
4195,63,54,M
4196,55,48,F
4198,23,45,F
4199,23,38,M
4201,3,22,M
4202,3,29,F
4203,1,32,F
4204,1,39,M
4205,30,64,M
4206,22,57,M
4207,70,61,M
4209,70,66,F
4210,40,20,M
4211,22,26,F
4212,53,54,M
4213,64,74,F
4214,64,78,M
4215,49,47,F
4217,9,48,F
4218,48,60,F
4219,51,55,F
4220,33,36,M
4221,63,58,F
4222,60,71,M
4223,54,29,M
4224,42,22,F
4225,76,22,M
4226,31,42,M
4227,51,36,F
4229,36,38,M
4230,74,38,F
4231,1,40,F
4232,70,28,M
4233,46,61,M
4234,70,27,F
4235,9,24,F
4236,42,37,F
4237,16,76,F
4238,41,28,F
4239,70,79,M
4240,46,39,F
4241,20,49,F
4242,20,45,M
4243,7,41,M
4244,68,77,F
4245,68,80,M
4246,36,19,F
4247,26,24,F
4248,9,24,F
4249,52,22,M
4250,72,38,F
4251,44,39,M
4252,44,46,F
4253,16,63,F
4254,65,27,M
4255,66,74,F
4256,70,42,M
4257,1,31,F
4258,44,33,F
4259,10,50,F
4260,12,32,M
4261,34,75,F
4262,59,74,F
4263,73,27,F
4264,74,28,F
4265,59,21,M
4266,1,25,F
4267,24,63,F
4268,24,71,M
4269,45,44,F
4270,58,27,F
4271,58,35,M
4272,42,21,F
4273,18,23,F
4274,70,62,F
4275,49,42,F
4276,74,26,F
4277,74,20,M
4278,33,50,M
4279,51,50,M
4280,55,55,F
4281,54,68,M
4282,3,67,M
4283,27,75,M
4284,68,53,M
4285,68,54,F
4286,6,34,F
4287,62,46,F
4288,70,53,F
4289,66,18,M
4290,32,52,M
4291,58,48,F
4292,72,47,M
4293,4,40,F
4294,4,43,M
4295,18,39,M
4296,57,74,M
4297,57,71,F
4298,33,79,M
4299,50,22,F
4300,1,22,F
4301,14,43,F
4302,30,55,F
4303,21,21,F
4304,5,54,F
4305,40,60,F
4306,40,59,M
4307,1,22,M
4308,44,29,F
4309,39,20,F
4310,65,74,F
4311,59,18,M
4312,72,20,F
4313,53,31,F
4314,58,74,F
4315,74,40,F
4316,1,56,F
4317,53,21,F
4318,43,57,F
4319,43,53,M
4320,66,41,F
4321,19,26,F
4322,19,29,M
4323,40,75,M
4324,40,81,F
4325,55,52,M
4326,1,69,M
4327,1,62,F
4328,59,23,F
4329,64,52,F
4330,33,78,M
4331,5,40,M
4332,57,63,M
4333,1,41,M
4334,1,45,F
4335,54,75,F
4336,19,30,F
4337,48,33,M
4338,30,55,M
4339,59,22,F
4340,1,50,F
4341,76,35,M
4342,63,81,F
4343,27,70,F
4344,54,74,M
4345,18,25,F
4346,3,26,F
4347,54,73,F
4348,3,21,F
4349,1,40,F
4350,1,33,M
4352,72,28,M
4353,28,20,F
4354,28,13,M
4355,1,61,F
4358,70,57,M
4359,64,49,M
4360,19,34,F
4361,46,44,M
4362,50,56,M
4363,50,48,F
4364,22,22,M
4365,10,38,M
4367,14,17,M
4368,32,22,F
4369,53,34,M
4370,59,60,M
4371,32,31,M
4372,3,66,M
4373,51,48,M
4376,70,45,M
4377,48,21,M
4380,1,68,M
4381,56,40,M
4382,18,19,M
4383,21,36,M
4384,10,26,F
4385,21,27,F
4386,53,54,F
4387,52,53,M
4388,4,63,F
4389,10,73,F
4390,7,27,F
4393,1,58,F
4394,64,24,F
4395,36,41,F
4396,63,25,F
4397,63,26,M
4398,77,41,M
4399,61,32,F
4400,54,40,F
4401,8,31,M
4402,23,70,M
4403,36,61,F
4404,31,48,F
4405,47,40,F
4406,1,45,M
4407,70,24,M
4408,62,76,M
4409,62,71,F
4410,24,23,F
4411,54,49,M
4412,54,47,F
4413,74,22,M
4414,50,66,M
4415,4,22,M
4416,67,29,M
4417,1,23,M
4418,28,29,M
4420,55,42,M
4421,1,55,F
4422,76,56,F
4423,27,81,M
4424,21,66,M
4425,21,63,F
4426,26,30,F
4427,30,59,M
4428,38,45,M
4429,64,54,M
4430,64,61,F
4431,58,69,M
4432,1,35,F
4433,1,31,M
4434,64,35,M
4435,64,34,F
4436,27,79,M
4437,70,38,F
4438,70,42,M
4439,70,24,M
4440,33,51,M
4441,33,56,F
4442,23,78,F
4444,77,30,M
4445,77,35,F
4446,71,49,F
4447,71,42,M
4448,72,57,F
4449,8,50,M
4450,67,50,F
4451,50,72,F
4452,70,75,F
4453,61,23,F
4454,61,23,M
4455,70,23,M
4456,30,63,M
4457,1,56,M
4458,22,49,F
4459,1,37,F
4460,1,42,M
4461,54,42,F
4462,1,22,M
4463,76,76,M
4464,53,35,M
4465,74,62,M
4466,75,77,F
4467,20,55,F
4468,20,55,M
4469,8,26,F
4471,64,24,F
4472,74,34,M
4473,1,55,M
4474,3,35,F
4476,3,72,M
4477,74,42,M
4478,74,47,F
4479,2,41,F
4480,74,36,M
4481,1,24,M
4482,56,20,M
4483,63,33,F
4484,37,44,M
4485,36,80,M
4486,36,85,F
4487,22,25,M
4488,22,28,F
4489,76,51,M
4490,76,43,F
4491,2,22,F
4492,16,34,F
4493,33,52,M
4494,54,47,M
4495,66,20,M
4496,10,28,M
4497,10,35,F
4498,31,68,M
4499,31,70,F
4500,17,75,M
4501,70,52,F
4502,21,67,M
4503,21,71,F
4504,33,34,F
4505,33,33,M
4506,11,45,F
4507,1,29,M
4508,54,78,M
4509,54,79,F
4510,34,61,F
4511,51,54,F
4512,1,36,M
4514,65,59,M
4515,59,79,F
4516,1,38,F
4518,39,47,F
4519,70,48,F
4520,1,42,F
4521,1,56,M
4522,68,49,F
4523,68,47,M
4524,77,42,M
4525,77,35,F
4526,70,29,F
4527,1,36,F
4528,28,77,M
4529,37,23,M
4530,37,15,F
4531,64,35,F
4532,39,46,M
4533,64,19,M
4534,38,45,M
4535,1,68,F
4536,41,52,M
4539,55,57,M
4540,69,63,M
4541,32,28,F
4542,29,45,M
4543,1,58,M
4544,52,44,F
4545,3,63,F
4546,23,48,F
4547,9,56,F
4548,7,41,M
4549,10,79,F
4550,72,57,F
4551,60,75,M
4552,60,80,F
4553,1,54,F
4554,70,62,M
4555,52,39,M
4556,74,29,M
4557,44,67,F
4558,44,71,M
4559,35,41,F
4560,9,36,M
4561,40,31,F
4562,25,34,M
4563,10,28,F
4564,10,24,M
4565,14,51,M
4567,70,62,M
4568,70,17,M
4569,6,28,F
4570,1,60,F
4571,1,32,M
4572,28,63,F
4573,5,44,F
4574,20,33,F
4575,36,35,F
4576,53,41,M
4577,64,50,F
4578,15,23,M
4579,74,60,F
4580,30,55,F
4581,1,43,F
4582,44,81,M
4583,61,58,F
4584,7,50,F
4585,9,51,F
4586,9,48,M
4587,36,21,F
4588,53,23,F
4589,2,23,F
4590,1,63,M
4591,43,66,M
4592,1,44,F
4593,72,67,M
4594,1,59,M
4595,1,59,F
4596,74,26,F
4597,1,47,F
4598,25,58,F
4599,25,52,M
4600,70,32,M
4601,1,64,M
4602,1,65,F
4603,69,53,F
4604,67,31,M
4605,18,19,F
4606,8,62,M
4607,74,23,F
4608,41,54,M
4609,7,23,F
4610,34,33,F
4611,1,46,F
4612,44,39,F
4615,56,48,M
4617,45,22,M
4618,45,27,F
4619,77,58,F
4620,54,59,F
4621,54,53,M
4622,50,27,F
4623,68,32,M
4624,48,33,F
4625,48,32,M
4626,3,52,F
4627,1,57,M
4628,1,61,F
4629,76,76,M
4630,76,84,F
4631,8,66,F
4632,1,71,M
4633,62,19,F
4634,67,59,F
4635,67,63,M
4636,48,22,M
4637,61,30,M
4638,33,31,F
4639,20,19,M
4640,75,43,F
4641,33,41,M
4642,33,39,F
4643,1,30,F
4644,20,68,M
4647,8,21,M
4648,33,35,M
4649,45,71,F
4650,54,34,F
4651,2,20,M
4652,53,37,M
4653,4,53,F
4654,2,49,F
4655,2,52,M
4656,1,57,M
4657,15,58,M
4658,33,64,M
4659,50,40,F
4660,60,24,F
4661,1,55,F
4662,1,72,F
4663,72,57,M
4664,38,78,M
4665,9,73,F
4666,9,71,M
4667,25,58,M
4668,25,61,F
4670,51,31,F
4671,51,27,M
4672,44,50,M
4673,69,47,M
4674,59,21,F
4675,23,24,M
4677,3,78,F
4678,21,31,M
4679,20,51,M
4680,72,20,F
4681,1,50,F
4682,1,46,M
4683,51,43,M
4684,1,46,F
4685,62,35,M
4686,39,55,M
4687,16,52,F
4688,16,59,M
4689,50,36,M
4690,66,37,F
4691,66,35,M
4692,76,44,F
4693,42,56,M
4694,42,56,F
4695,52,74,M
4696,52,66,F
4697,27,42,F
4698,45,36,M
4699,13,36,F
4700,70,62,F
4701,22,58,M
4704,12,44,F
4705,1,44,M
4706,58,56,F
4707,58,59,M
4708,18,49,M
4709,54,21,M
4710,52,38,F
4711,52,44,M
4712,37,39,F
4713,13,81,F
4714,13,88,M
4715,15,23,F
4716,10,66,F
4717,32,55,M
4718,2,67,M
4719,23,62,M
4720,33,53,F
4721,65,43,F
4722,8,27,M
4723,1,58,F
4724,53,26,F
4725,34,54,M
4726,34,47,F
4727,74,29,F
4728,74,29,M
4729,18,54,M
4730,68,79,M
4731,52,26,F
4732,70,81,M
4733,1,44,M
4734,72,74,M
4735,72,77,F
4736,56,56,F
4737,24,18,F
4739,37,39,F
4740,28,22,M
4741,74,70,F
4742,61,50,F
4743,61,43,M
4744,6,70,M
4745,68,51,F
4746,39,58,F
4747,76,77,F
4748,76,71,M
4749,57,51,F
4750,70,37,M
4751,35,26,M
4752,7,60,M
4753,7,65,F
4754,27,60,F
4755,71,45,F
4756,22,49,F
4757,22,54,M
4758,50,26,F
4759,50,19,M
4760,70,64,M
4761,70,65,F
4762,76,28,F
4763,77,55,F
4764,54,20,M
4765,48,64,M
4766,22,32,M
4767,26,81,F
4768,1,39,F
4769,22,76,F
4770,22,75,M
4771,64,38,F
4772,6,49,F
4773,33,47,F
4774,59,48,M
4775,59,51,F
4776,1,25,M
4777,64,70,F
4778,64,77,M
4779,52,21,M
4780,54,27,F
4781,9,33,F
4782,25,33,M
4783,31,21,F
4784,42,79,F
4785,42,78,M
4786,54,61,M
4787,36,37,M
4788,39,19,F
4789,24,59,F
4790,75,53,M
4791,51,63,M
4792,20,42,F
4793,55,53,F
4794,20,54,F
4795,74,74,F
4796,7,71,M
4797,59,59,F
4798,37,37,F
4799,75,53,F
4800,75,46,M
4801,23,21,M
4802,75,28,M
4803,45,54,M
4804,51,69,F
4805,1,64,F
4806,19,55,F
4807,25,51,M
4808,23,18,F
4809,19,69,M
4810,19,64,F
4811,77,28,F
4812,1,74,M
4813,43,31,M
4814,54,37,M
4815,15,29,M
4816,15,25,F
4817,12,30,M
4818,1,67,M
4819,62,35,M
4820,2,30,F
4821,35,60,F
4822,35,54,M
4823,7,17,M
4824,54,59,M
4826,25,22,F
4831,27,41,M
4832,56,42,F
4833,30,28,F
4836,49,47,M
4837,56,32,F
4853,58,60,M
4861,57,22,F
4862,1,56,F
4863,1,25,F
4877,45,42,M
4882,36,21,M
4886,23,20,M
4892,26,30,M
4901,72,49,F
4904,38,38,F
4906,64,23,F
4907,64,25,M
4915,40,36,M
4916,52,60,M
4918,11,31,M
4919,49,48,F
4923,66,37,M
4925,45,48,M
4927,72,44,F
4928,9,23,M
4929,74,56,M
4930,1,18,M
4937,54,39,F
4941,60,20,F
4942,38,40,M
4944,58,17,M
4949,54,17,M
4956,6,53,M
4959,77,20,M
4961,54,17,M
4968,50,61,M
4969,64,31,F
4972,70,22,F
4974,5,37,F
4975,5,38,M
4976,36,18,M
4979,7,62,M
4989,28,64,M
4992,55,27,F
4993,1,26,F
4994,1,21,M
5002,65,22,F
5010,42,49,F
5012,27,27,F
5013,1,19,M
5016,1,53,F
5028,28,23,M
5030,1,19,M
5046,1,62,M
5050,62,48,M
5056,67,42,F
5067,21,24,F
5072,1,18,F
5081,1,38,F
5093,55,50,F
5107,50,52,F
5108,50,55,M
5111,50,40,M
5117,52,24,M
5126,43,34,M
5127,33,24,F
5128,70,36,M
5132,51,32,M
5133,66,40,F
5134,58,32,F
5137,5,20,M
5138,45,25,F
5141,54,46,F
5143,77,26,M
5144,77,33,F
5145,26,49,F
5149,15,37,M
5152,43,24,F
5159,39,35,M
5163,43,42,F
5164,9,28,M
5171,64,43,F
5175,63,50,F
5180,1,56,M
5189,74,38,F
5200,33,39,F
5201,33,45,M
5203,61,54,F
5204,47,36,M
5212,72,53,F
5213,1,19,M
5214,47,23,M
5215,47,26,F
5217,74,59,F
5223,2,22,F
5224,29,50,M
5232,74,51,F
5233,66,32,M
5236,25,21,M
5237,1,22,M
5240,74,59,M
5241,63,21,M
5243,2,29,M
5245,38,57,F
5246,70,17,M
5247,47,56,M
5249,5,28,F
5253,69,53,F
5254,69,51,M
5263,1,37,F
5273,39,40,M
5275,28,49,M
5277,44,31,F
5281,73,58,M
5283,17,17,M
5284,51,28,F
5287,77,28,M
5308,41,25,F
5312,71,52,M
5313,71,52,F
5318,74,31,M
5319,74,35,F
5320,17,48,F
5321,17,49,M
5322,73,43,F
5323,14,23,F
5325,66,29,F
5326,66,32,M
5333,39,32,F
5334,48,64,M
5337,1,38,M
5338,1,33,F
5347,41,50,M
5352,40,23,F
5353,48,32,F
5354,30,32,F
5358,54,57,M
5362,47,60,M
5364,62,35,M
5365,62,28,F
5366,60,28,F
5367,60,20,M
5374,63,52,M
5376,14,29,M
5379,60,21,M
5384,73,64,M
5385,67,25,M
5389,17,31,M
5392,16,44,F
5393,4,44,M
5395,45,37,M
5397,72,30,F
5398,72,32,M
5399,24,27,F
5402,30,31,F
5404,58,23,F
5409,15,51,M
5413,33,53,M
5420,61,64,M
5433,50,24,M
5441,18,42,M
5445,69,47,M
5450,8,59,M
5460,63,38,M
5461,9,31,F
5462,9,36,M
5468,68,55,F
5469,63,20,F
5472,53,43,M
5473,70,31,F
5478,33,54,M
5487,56,52,F
5517,57,35,M
5521,9,26,F
5526,27,52,M
5527,27,58,F
5530,12,46,M
5531,4,20,M
5539,74,64,M
5563,1,23,M
5565,3,33,F
5574,9,29,F
5579,77,48,M
5580,77,47,F
5606,4,19,M
5617,56,41,F
5618,63,46,F
5642,70,42,F
5684,8,44,F
5699,73,49,M
5701,2,40,F
5704,66,24,F
5722,64,40,F
5727,54,46,M
5736,1,46,M
5753,39,51,M
5760,66,51,M
5761,66,58,F
5774,46,39,F
