age,gender,frequency,account_age,card_type,loan_id,loan_date,amount,duration,payments,status,loan_year,loan_month,client_district_habitants,client_district_mun_under_499,client_district_mun_under_1999,client_district_mun_under_9999,client_district_mun_higher_10000,client_district_cities,client_district_inhab_ration,client_district_average_salary,client_district_95_unemp,client_district_96_unemp,client_district_entrepren,client_district_95_crimes,client_district_96_crimes,account_district_habitants,account_district_mun_under_499,account_district_mun_under_1999,account_district_mun_under_9999,account_district_mun_higher_10000,account_district_cities,account_district_inhab_ration,account_district_average_salary,account_district_95_unemp,account_district_96_unemp,account_district_entrepren,account_district_95_crimes,account_district_96_crimes,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count,balance_to_loan_ratio,balance_on_request
38,1,1,6,0,5882,94-09-26,87816,12,7318,1,94,9,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,41,26545.0,800.0,43442.0,4841.0,54.0,14886.0,4805.0,43.0,24568.0,15598.0,38437.0,4251.0,15.0,10300.0,3184.0,7296.0,27,0.0,0.0,3992.0,32.0,5005.0,11.0,0.0,0.0,106.0,14.0,0.17839118156144668,15665.6
35,1,1,3,0,5886,96-10-31,192744,36,5354,1,96,10,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,13,68019.0,200.0,128779.0,16504.0,17.0,49871.0,17928.0,13.0,57162.0,27799.0,103479.0,14366.0,15.0,34100.0,11295.0,23750.0,9,0.0,0.0,14366.0,13.0,0.0,0.0,0.0,0.0,202.0,4.0,0.14422809529738928,27799.1
28,2,1,6,0,5887,94-10-03,192744,36,5354,1,94,10,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,33,39099.0,700.0,121508.0,9242.0,9.0,41064.0,13234.0,43.0,35859.0,19632.0,73808.0,6418.0,15.0,47700.0,8513.0,15936.0,19,0.0,0.0,6418.0,43.0,0.0,0.0,0.0,0.0,156.0,14.0,0.15055773461171293,29019.1
64,1,2,4,0,5892,96-05-14,66480,24,2770,-1,96,5,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,7,33692.0,900.0,77551.0,12213.0,20.0,49631.0,19033.0,3.0,37379.0,27900.0,49551.0,16867.0,7600.0,28000.0,10327.0,21283.0,4,0.0,0.0,16867.0,3.0,0.0,0.0,0.0,0.0,120.0,3.0,0.5248375451263537,34891.2
27,2,1,5,0,5897,96-09-25,15192,24,633,1,96,9,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,47,32373.0,500.0,48157.0,7555.0,73.0,21513.0,7944.0,122.0,29005.0,14269.0,44962.0,2768.0,15.0,14000.0,2948.0,13562.0,26,0.0,0.0,3058.0,68.0,2403.0,54.0,0.0,0.0,119.0,21.0,1.1421735123749344,17351.9
24,1,1,4,3,5900,96-01-01,135360,48,2820,1,96,1,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,32,73389.0,200.0,146480.0,18854.0,65.0,48633.0,18148.0,45.0,58831.0,20353.0,115535.0,12188.0,15.0,46400.0,13688.0,28604.0,21,0.0,0.0,12188.0,45.0,0.0,0.0,0.0,0.0,242.0,11.0,0.4054632092198582,54883.5
35,1,1,6,0,5918,94-06-04,300204,36,8339,1,94,6,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,27,38543.0,300.0,57677.0,9277.0,84.0,28365.0,10501.0,44.0,31349.0,13242.0,50577.0,4922.0,15.0,18300.0,4051.0,16575.0,15,0.0,0.0,4922.0,44.0,0.0,0.0,0.0,0.0,155.0,12.0,0.11308110484870289,33947.4
26,2,1,5,0,5922,95-08-05,20220,12,1685,1,95,8,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,23,44651.0,500.0,122907.0,11452.0,91.0,49397.0,14716.0,28.0,38143.0,11356.0,96598.0,8289.0,15.0,48100.0,10724.0,18704.0,14,0.0,0.0,8195.0,23.0,8723.0,5.0,0.0,0.0,173.0,9.0,1.5488575667655786,31317.9
52,1,1,3,0,5923,96-10-10,64656,48,1347,1,96,10,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,9,25561.0,200.0,44749.0,6739.0,63.0,13609.0,6752.0,3.0,26903.0,21989.0,31140.0,5300.0,4600.0,5700.0,608.0,10056.0,6,0.0,0.0,5300.0,3.0,0.0,0.0,0.0,0.0,104.0,3.0,0.6921090076713685,44749.0
19,1,1,4,0,5938,96-08-25,402000,60,6700,1,96,8,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,29,22819.0,200.0,35651.0,3118.0,35.0,9500.0,2873.0,25.0,20119.0,9587.0,32823.0,2928.0,15.0,9100.0,2750.0,4480.0,20,0.0,0.0,3818.0,14.0,1794.0,11.0,0.0,0.0,91.0,9.0,0.042865920398009946,17232.1
40,2,1,4,0,5959,95-08-11,107640,24,4485,1,95,8,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,12,53532.0,600.0,107784.0,19482.0,70.0,53613.0,20688.0,11.0,46595.0,29443.0,76004.0,15314.0,15.0,46900.0,14293.0,600.0,1,38720.0,6.0,18113.0,9.0,2720.0,2.0,0.0,0.0,172.0,5.0,0.6068877740616871,65325.4
51,1,1,5,0,5970,95-07-09,465072,48,9689,1,95,7,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,38,34073.0,300.0,79558.0,12116.0,52.0,35163.0,13126.0,65.0,24099.0,2063.0,45086.0,6512.0,15.0,42880.0,6653.0,21839.0,21,0.0,0.0,6512.0,65.0,0.0,0.0,0.0,0.0,106.0,17.0,0.07988526507723535,37152.4
31,1,1,5,0,5980,95-08-18,21396,12,1783,1,95,8,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,34,31671.0,1000.0,46849.0,5692.0,59.0,16048.0,5807.0,44.0,30150.0,16925.0,40984.0,3835.0,15.0,14075.0,3806.0,3040.0,5,11769.0,15.0,3835.0,44.0,0.0,0.0,0.0,0.0,128.0,14.0,1.1582538792297625,24782.0
47,1,1,3,0,5988,96-08-22,141648,24,5902,1,96,8,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,13,45053.0,200.0,123310.0,13178.0,56.0,42127.0,16780.0,5.0,45223.0,20435.0,88710.0,16520.0,1800.0,34600.0,13738.0,21320.0,8,0.0,0.0,16520.0,5.0,0.0,0.0,0.0,0.0,151.0,5.0,0.6262714616514177,88710.1
35,1,1,4,0,5989,96-03-04,213300,36,5925,1,96,3,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,27,28651.0,400.0,42444.0,4582.0,43.0,13600.0,4287.0,32.0,27362.0,12344.0,37404.0,3012.0,15.0,8160.0,2295.0,7206.0,17,0.0,0.0,2682.0,27.0,4794.0,5.0,0.0,0.0,120.0,10.0,0.1281823722456634,27341.3
64,1,1,6,0,5997,93-11-04,117024,24,4876,1,93,11,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,9,44962.0,800.0,76985.0,13155.0,45.0,29255.0,15275.0,4.0,42261.0,27955.0,52985.0,16300.0,2100.0,24000.0,9972.0,800.0,1,29255.0,4.0,16300.0,4.0,0.0,0.0,0.0,0.0,143.0,4.0,0.4545520576975663,53193.5
29,2,1,5,0,5999,96-01-03,98832,48,2059,1,96,1,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,50,35437.0,500.0,63095.0,8028.0,38.0,23282.0,8518.0,127.0,30388.0,7782.0,62770.0,2947.0,15.0,22240.0,3745.0,14745.0,27,0.0,0.0,3814.0,72.0,1811.0,55.0,0.0,0.0,142.0,23.0,0.2750566618099401,27184.4
48,1,1,6,0,6004,94-07-23,143904,24,5996,1,94,7,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,47,57138.0,700.0,134571.0,14004.0,7.0,46108.0,16026.0,92.0,45942.0,10471.0,96760.0,6737.0,15.0,60500.0,9832.0,21829.0,30,0.0,0.0,9401.0,60.0,1744.0,32.0,0.0,0.0,193.0,17.0,0.26640121191905713,38336.2
20,1,1,4,0,6006,96-11-15,359760,60,5996,1,96,11,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,25,34287.0,900.0,127808.0,8558.0,22.0,37346.0,12461.0,23.0,30421.0,7710.0,90462.0,7565.0,15.0,51700.0,11099.0,12529.0,17,0.0,0.0,8166.0,19.0,4710.0,4.0,0.0,0.0,120.0,8.0,0.11107238158772516,39959.4
26,1,1,3,0,6011,96-11-28,179328,48,3736,1,96,11,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,21,44430.0,200.0,81615.0,11922.0,36.0,34960.0,12535.0,31.0,43866.0,29445.0,76685.0,6913.0,15.0,23040.0,6915.0,20744.0,12,0.0,0.0,7389.0,25.0,4930.0,6.0,0.0,0.0,161.0,9.0,0.2011660198072805,36074.7
33,1,2,3,0,6012,96-08-03,258444,36,7179,1,96,8,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,12,41642.0,600.0,61790.0,8033.0,141.0,31830.0,10014.0,4.0,37826.0,31304.0,47190.0,10625.0,5200.0,14600.0,3930.0,13616.0,7,0.0,0.0,10625.0,4.0,0.0,0.0,0.0,0.0,216.0,5.0,0.20852525111823064,53892.1
60,1,2,5,0,6013,96-02-03,128988,36,3583,-1,96,2,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,35,36931.0,700.0,78193.0,8997.0,2.0,42530.0,11910.0,47.0,33110.0,-36.0,74993.0,6494.0,0.0,27600.0,7463.0,18371.0,17,0.0,0.0,6494.0,47.0,0.0,0.0,0.0,0.0,145.0,18.0,0.07504729122088877,9680.2
36,1,1,4,0,6015,96-11-09,110112,24,4588,1,96,11,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,37,83153.0,700.0,135658.0,20542.0,105.0,45549.0,16491.0,45.0,70542.0,32875.0,123778.0,14515.0,15.0,52500.0,12995.0,28050.0,27,0.0,0.0,15319.0,39.0,9292.0,6.0,0.0,0.0,269.0,10.0,1.2320010534728276,135658.1
19,2,1,4,0,6019,96-07-25,11400,12,950,1,96,7,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,29,26504.0,300.0,39514.0,3711.0,24.0,10734.0,3792.0,48.0,28156.0,23012.0,38514.0,1663.0,15.0,6700.0,1416.0,5913.0,18,0.0,0.0,1696.0,25.0,1626.0,23.0,0.0,0.0,109.0,11.0,2.4403684210526317,27820.2
46,2,2,4,0,6027,96-02-10,61656,24,2569,-1,96,2,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,9,43413.0,400.0,89257.0,13988.0,37.0,47337.0,18999.0,3.0,48816.0,44254.0,57857.0,22067.0,13800.0,31400.0,8848.0,20903.0,6,0.0,0.0,22067.0,3.0,0.0,0.0,0.0,0.0,158.0,3.0,0.9682026080186843,59695.5
59,2,1,6,0,6038,94-08-10,323472,48,6739,1,94,8,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,28,49461.0,200.0,119934.0,13879.0,53.0,44802.0,15498.0,29.0,41507.0,7618.0,91834.0,11015.0,15.0,33900.0,10582.0,20365.0,19,0.0,0.0,12683.0,24.0,3008.0,5.0,0.0,0.0,188.0,9.0,0.22377949250630655,72386.4
51,2,1,4,0,6043,96-01-11,20352,48,424,1,96,1,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,22,31442.0,400.0,44428.0,4422.0,24.0,12549.0,4694.0,26.0,32129.0,21282.0,44413.0,2923.0,15.0,9600.0,2732.0,7389.0,13,0.0,0.0,2617.0,21.0,4208.0,5.0,0.0,0.0,135.0,9.0,1.0456711871069182,21281.5
63,1,1,4,0,6063,96-04-25,320976,48,6687,-1,96,4,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,23,53749.0,1000.0,130775.0,17417.0,69.0,70071.0,24504.0,27.0,45849.0,5245.0,89685.0,13115.0,15.0,49700.0,12615.0,1000.0,1,49634.0,8.0,13115.0,27.0,0.0,0.0,0.0,0.0,179.0,14.0,0.14475287871990428,46462.2
50,2,1,6,0,6064,94-08-04,14628,12,1219,1,94,8,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,29,33569.0,200.0,52185.0,7800.0,49.0,23230.0,8445.0,73.0,32478.0,14204.0,51315.0,2620.0,2.0,14100.0,3467.0,14026.0,16,0.0,0.0,3449.0,40.0,1616.0,33.0,0.0,0.0,137.0,13.0,2.3870248837845227,34917.4
42,2,3,6,0,6066,94-07-11,173808,24,7242,1,94,7,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,26,70535.0,1000.0,134417.0,26907.0,43.0,74522.0,27882.0,49.0,56275.0,24366.0,107117.0,12350.0,100.0,38200.0,11308.0,1000.0,1,53503.0,13.0,12350.0,49.0,0.0,0.0,0.0,0.0,254.0,12.0,0.5433115851974593,94431.9
27,1,3,6,0,6072,94-05-10,193968,36,5388,1,94,5,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,20,62743.0,800.0,120567.0,14309.0,52.0,41783.0,16108.0,9.0,65437.0,39211.0,88202.0,22822.0,100.0,54200.0,16808.0,23719.0,12,0.0,0.0,22822.0,9.0,0.0,0.0,0.0,0.0,194.0,8.0,0.4164604470840551,80780.0
23,1,1,4,0,6073,96-11-12,276300,60,4605,1,96,11,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,45,26484.0,500.0,40755.0,3480.0,23.0,8888.0,2925.0,47.0,25532.0,13504.0,36115.0,2745.0,15.0,5760.0,1785.0,5167.0,30,0.0,0.0,2377.0,36.0,3950.0,11.0,0.0,0.0,107.0,15.0,0.09981216069489685,27578.1
29,1,1,6,0,6077,93-11-22,79608,24,3317,1,93,11,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,22,78317.0,800.0,125826.0,23558.0,110.0,67124.0,24223.0,31.0,64020.0,31252.0,103746.0,13372.0,15.0,51700.0,13529.0,800.0,1,46783.0,11.0,13372.0,31.0,0.0,0.0,0.0,0.0,287.0,10.0,1.3032069641242086,103745.7
49,1,1,6,0,6087,94-02-27,300660,60,5011,1,94,2,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,24,49429.0,800.0,135175.0,14928.0,39.0,44519.0,17114.0,42.0,43812.0,7691.0,130520.0,7722.0,15.0,48900.0,10877.0,23798.0,15,0.0,0.0,10547.0,27.0,2639.0,15.0,0.0,0.0,144.0,9.0,0.11281480742366794,33918.9
36,1,2,6,0,6103,94-04-07,149340,60,2489,1,94,4,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,23,31019.0,500.0,53214.0,7547.0,32.0,22404.0,8314.0,33.0,27710.0,10014.0,49814.0,4547.0,30.0,13200.0,3888.0,2733.0,3,16430.0,10.0,3612.0,27.0,8754.0,6.0,0.0,0.0,108.0,10.0,0.15781639212535153,23568.3
25,1,1,5,0,6109,96-06-03,368880,60,6148,1,96,6,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,58,70122.0,1100.0,151062.0,19071.0,10.0,49781.0,17418.0,124.0,55311.0,8456.0,125994.0,8068.0,15.0,64500.0,11938.0,28988.0,38,0.0,0.0,12197.0,76.0,1529.0,48.0,0.0,0.0,227.0,20.0,0.28661624376491,105727.0
51,2,1,6,0,6111,93-09-24,174744,24,7281,-1,93,9,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,16,47231.0,1000.0,105628.0,13375.0,78.0,47436.0,16348.0,16.0,27740.0,9240.0,54196.0,9741.0,15.0,52600.0,13510.0,19377.0,11,0.0,0.0,9741.0,16.0,0.0,0.0,0.0,0.0,170.0,5.0,0.33272043675319324,58140.9
21,2,1,6,0,6112,94-06-17,174744,24,7281,-1,94,6,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,38,33239.0,300.0,96659.0,11543.0,33.0,46739.0,13740.0,80.0,22934.0,-1369.0,88174.0,5396.0,0.0,37500.0,7326.0,19000.0,23,0.0,0.0,7235.0,38.0,3732.0,42.0,0.0,0.0,109.0,15.0,0.039662592134780024,6930.8
46,1,1,6,0,6120,94-09-11,209184,48,4358,1,94,9,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,26,54112.0,1000.0,110584.0,19732.0,70.0,54645.0,20444.0,42.0,41351.0,18298.0,73184.0,11161.0,15.0,61800.0,11884.0,1000.0,1,39232.0,13.0,11161.0,42.0,0.0,0.0,0.0,0.0,167.0,12.0,0.21155872342052928,44254.7
57,1,1,4,0,6130,96-07-18,32640,48,680,1,96,7,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,39,27390.0,300.0,43206.0,4045.0,21.0,11200.0,3911.0,68.0,25055.0,10057.0,36423.0,2043.0,15.0,20700.0,2906.0,6504.0,24,0.0,0.0,2121.0,46.0,1881.0,22.0,0.0,0.0,109.0,15.0,0.5759803921568627,18800.0
56,1,2,5,0,6137,96-04-10,44628,12,3719,1,96,4,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,43,59493.0,900.0,112690.0,25107.0,96.0,71565.0,26383.0,103.0,45296.0,17844.0,89346.0,9701.0,30.0,59000.0,9961.0,1200.0,2,51118.0,21.0,9300.0,87.0,11878.0,16.0,0.0,0.0,186.0,20.0,1.8024491350721519,80439.7
37,1,1,3,0,6144,96-08-09,44376,12,3698,1,96,8,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,18,54982.0,800.0,124090.0,18506.0,108.0,49412.0,17332.0,21.0,52240.0,18021.0,120590.0,12612.0,15.0,54100.0,12905.0,25549.0,13,0.0,0.0,14157.0,17.0,6049.0,4.0,0.0,0.0,194.0,5.0,1.5378019650261403,68241.5
20,1,1,6,0,6150,94-11-02,83016,12,6918,1,94,11,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,67,81394.0,700.0,136437.0,20124.0,90.0,48883.0,17276.0,129.0,60879.0,23337.0,111197.0,9930.0,15.0,64400.0,12024.0,29188.0,46,0.0,0.0,12438.0,93.0,3450.0,36.0,0.0,0.0,270.0,21.0,1.127736821817481,93620.2
51,2,1,5,0,6151,95-04-25,225420,60,3757,1,95,4,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,22,32229.0,200.0,53272.0,7056.0,43.0,20727.0,7274.0,29.0,30393.0,18666.0,50712.0,4236.0,15.0,14800.0,3818.0,11861.0,13,0.0,0.0,4236.0,29.0,0.0,0.0,0.0,0.0,116.0,9.0,0.14374678378138586,32403.4
19,2,2,5,0,6153,95-07-25,285600,60,4760,1,95,7,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,24,50251.0,1100.0,126077.0,11216.0,31.0,42729.0,13347.0,25.0,49076.0,16510.0,96177.0,9640.0,30.0,33600.0,10037.0,15764.0,17,0.0,0.0,9640.0,25.0,0.0,0.0,0.0,0.0,171.0,7.0,0.09871988795518208,28194.4
36,2,3,4,0,6157,95-07-10,98592,24,4108,1,95,7,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,13,54030.0,900.0,78714.0,12495.0,69.0,36975.0,14074.0,13.0,54227.0,25019.0,75902.0,9120.0,100.0,24500.0,8063.0,900.0,1,26704.0,6.0,8864.0,11.0,10530.0,2.0,0.0,0.0,218.0,6.0,0.6356692226549822,62671.9
28,1,1,6,0,6169,95-03-16,103680,60,1728,-1,95,3,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,44,29334.0,500.0,46520.0,5170.0,26.0,14422.0,5093.0,65.0,27516.0,5000.0,43567.0,3034.0,15.0,13920.0,3554.0,9013.0,25,0.0,0.0,3034.0,65.0,0.0,0.0,0.0,0.0,113.0,19.0,0.2915470679012346,30227.6
40,2,1,4,0,6175,96-02-21,290700,60,4845,-1,96,2,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,42,70294.0,-2801.0,129626.0,17131.0,5.0,49763.0,15647.0,58.0,51938.0,-2825.0,97639.0,12206.0,10.0,56400.0,14443.0,24708.0,29,0.0,0.0,12206.0,58.0,0.0,0.0,0.0,0.0,229.0,13.0,0.039816993464052285,11574.8
29,2,3,4,0,6178,95-12-16,232560,48,4845,1,95,12,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,14,66706.0,600.0,102666.0,14073.0,108.0,39741.0,13954.0,13.0,59400.0,29355.0,102566.0,11983.0,100.0,37300.0,14063.0,21742.0,9,0.0,0.0,11983.0,13.0,0.0,0.0,0.0,0.0,268.0,5.0,0.17734563123495012,41243.5
31,1,1,4,0,6185,95-11-28,31176,24,1299,1,95,11,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,12,47395.0,700.0,65770.0,10761.0,71.0,29418.0,11280.0,11.0,45114.0,27489.0,63250.0,7136.0,15.0,16900.0,6283.0,18311.0,7,0.0,0.0,7771.0,9.0,4278.0,2.0,0.0,0.0,192.0,5.0,1.6245541442134974,50647.1
32,1,1,4,0,6190,96-05-06,123600,60,2060,1,96,5,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,20,46857.0,300.0,105256.0,11561.0,15.0,47109.0,15809.0,29.0,34451.0,13020.0,62522.0,7439.0,15.0,43300.0,10193.0,22988.0,10,0.0,0.0,7439.0,29.0,0.0,0.0,0.0,0.0,135.0,10.0,0.12544983818770228,15505.6
42,1,1,6,0,6202,94-04-18,65184,12,5432,1,94,4,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,30,53296.0,900.0,102410.0,17496.0,22.0,48891.0,18013.0,52.0,44040.0,21633.0,98110.0,8786.0,15.0,39900.0,9086.0,900.0,1,34767.0,15.0,8786.0,52.0,0.0,0.0,0.0,0.0,177.0,14.0,1.0431302160039273,67995.4
35,1,1,6,0,6210,94-06-06,87216,48,1817,-1,94,6,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,21,27675.0,200.0,41410.0,3692.0,17.0,16356.0,5453.0,12.0,29564.0,20452.0,39071.0,4653.0,15.0,12600.0,3638.0,1800.0,3,11813.0,6.0,4653.0,12.0,0.0,0.0,0.0,0.0,104.0,12.0,0.24887520638414973,21705.9
37,1,1,6,0,6216,94-09-30,141240,24,5885,1,94,9,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,27,65673.0,1000.0,107784.0,18498.0,106.0,52968.0,19701.0,75.0,54176.0,27038.0,98002.0,6048.0,15.0,43500.0,7411.0,950.0,2,38028.0,13.0,9045.0,41.0,2433.0,34.0,0.0,0.0,265.0,12.0,0.3247776833758142,45871.6
42,2,1,6,0,6223,94-11-03,61056,48,1272,1,94,11,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,23,38702.0,900.0,55816.0,8585.0,37.0,24372.0,9220.0,41.0,34545.0,21258.0,55116.0,3998.0,15.0,13500.0,4239.0,16323.0,12,0.0,0.0,4367.0,29.0,3106.0,12.0,0.0,0.0,143.0,11.0,0.549090998427673,33525.3
